m,n,x1,b391,b392,b393,b394,b395,b396,b397,b398,b399,b400,b401,b402,b403,b404,b405,b406,b407,b408,b409,b410,b411,b412,b413,b414,b415,b416,b417,b418,b419,b420,b421,b422,b423,b424,b425,b426,b427,b428,b429,b430,b431,b432,b433,b434,b435,b436,b437,b438,b439,b440,b441,b442,b443,b444,b445,b446,b447,b448
19.83715947,-95.01766888,-156.7669476,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-80.23518507,-66.69682448,184.5252972,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-62.75646564,-21.46655289,42.69600554,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
27.96963527,-70.72063158,-160.6941454,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-21.68307743,-80.22636863,-78.50882853,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
99.65252977,-54.42037462,60.97016795,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
-49.70521314,-14.09531099,-156.2759646,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
42.39158775,-82.28588609,-155.3957923,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
8.157646282,-33.05141151,-124.7617485,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
-47.2409998,-18.39955798,38.54133263,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-41.22697325,-3.746027902,-41.26436527,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
28.34395533,-2.589268514,102.4409352,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
-43.63702343,-27.30373806,162.0747248,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
-46.97229162,-31.56049375,131.7364258,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
21.54133678,-53.03053037,77.59011468,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
52.13641059,-14.49838352,144.6303295,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
-85.12593016,-69.47196848,165.0109852,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-55.48310481,-52.01554452,-21.07732671,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
-14.69047402,-15.98820639,116.8322104,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,1.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
29.62214406,-15.31962988,6.532705069,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
-13.61299349,-60.89265052,116.9149673,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,1.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5
93.38080804,-68.25471326,-138.6052381,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
-48.35802024,-70.3569913,-39.01231872,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
47.35207451,-78.71819557,-138.8495897,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
21.50414043,-61.41396851,-24.57487308,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-53.72362826,-6.94988017,127.6975969,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-25.44570182,-37.47601124,155.5555968,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,1.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5
-73.58453829,-10.45145098,-52.65410995,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
9.718827746,-25.11289764,-99.77279999,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
34.81426862,-6.443140921,-95.57862538,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-92.72469412,-85.8153197,156.7012428,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-33.92478578,-4.427873449,-149.9321392,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
93.50190097,-58.59808174,-99.47012347,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-97.0459568,-56.18355512,27.16077251,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
-11.07203999,-14.7511377,179.7406581,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,1.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
-76.86951298,-8.716806542,127.3533553,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
80.27117797,-61.10093249,-7.935829218,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
-40.25741596,-45.62392121,195.2376167,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,1.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5
12.7461904,-94.47743787,15.19781624,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
47.48399229,-89.67148323,-149.4571007,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
-13.38057125,-68.68832152,33.44498599,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,1.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5
53.30611685,-70.10223805,-10.93251949,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
71.88357329,-70.206264,-149.8193605,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,0.5,1.5
15.07237349,-50.3741572,-104.3571863,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,2.5,2.5
-86.37882053,-84.34522243,-159.8125236,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,1.5,0.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
93.11479258,-96.63004817,43.29661938,1.5,0.5,1.5,0.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,0.5,1.5,2.5,2.5,1.5,0.5,2.5,2.5,2.5,2.5,0.5,1.5,1.5,0.5,1.5,0.5,1.5,0.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,0.5,1.5,2.5,2.5,2.5,2.5,1.5,0.5
